"customer_unique_id","R","F","M","RFM_Score"
"25d006b3634dea40c307e9ad13b41894",3,1,1,5
"25d02cc50292101f53f0120b3c313bd9",2,1,3,6
"25d27a4142682b5d504dcc67caab8d6f",2,1,3,6
"25d53d0eacac88bf665f9fcf745c5061",2,1,3,6
"25d6024f1eadd97cf86cfcfb7e9617dd",4,1,4,9
"25d6d341fa8c2645d4dc72ddefbb51f6",4,1,3,8
"25d93b7bb7a2a911d0b12fbbbbf7ae88",1,1,2,4
"25db0aea3768d5c92f219f5177596da3",2,1,2,5
"25dbd63e1d753e41c901ba5589216811",3,1,3,7
"25ddba9d3db5783d52dc8c313bdd426f",1,1,2,4
"25df90c0c58c4784d838efbd78d6a3ae",1,1,3,5
"25e2132af09d44dd0525f1e819b65c8d",4,1,3,8
"25e2fc6b1d6f6f8ba470a8752130dba1",2,1,1,4
"25e3290450952d901e27965364bf25d1",4,1,2,7
"25e6bea0f352b9c61d1bed324da0f5cb",1,1,1,3
"25e70def2d31ee152799f307d538512d",4,1,4,9
"25e840a7c51ad06c616051ef05610c86",2,1,3,6
"25e8912d19240df7c992f0bc0f61ee2a",3,1,4,8
"25ec47585ccea752254b5a57a0cf41d6",4,1,2,7
"25edb84d9a9d4d35a86c381770c4c75f",4,1,4,9
"25ee64833b4517bbd910f6f981859626",1,1,4,6
"25f24493ded5ebebc26a69b5db344e35",2,1,3,6
"25f287951bd4fd3e2ab42be9b6ad356a",4,1,3,8
"25f2a384fa2be0af7d759ec22bd5e88e",2,1,4,7
"25f7febd13455327260856a1039ba478",2,1,3,6
"25fbb31a9310a9acfabda306a3db531e",2,1,1,4
"25fd9d8e0233e89fb0e78895cef2aa2f",1,1,4,6
"2600a9deb99beb4563828a6420c7784f",4,1,3,8
"26021fbea24c3916e675f0dceb0951d9",4,1,2,7
"2602db975b0ac71568f8a27bbec63c2a",2,1,1,4
"26053478a7e02ab5fa35cb8bcb65ee14",1,1,1,3
"2605c5e0b518e57802205cfb05246774",3,1,3,7
"26089991ae039f0c3ea4b6a8f4aad636",3,1,4,8
"260e30615bfb298f951a7acacfd7b668",2,1,3,6
"26120c89a049ba59a505f9e03fa162ac",1,1,2,4
"26126de5cc6659742c2c9352cf2bd0bc",2,1,2,5
"26143d35113ed9799f6417b999084a0d",2,1,3,6
"26147a1b71a58f6158fcbd50eb648605",3,1,4,8
"2614a511be97fe0ef5705f2ad9502cf8",3,1,3,7
"2615f18f801b0156237b068570d64217",1,1,NA,NA
"2616fd85aff25ed6f0f11934678a3c15",3,1,2,6
"26171b6533f458799d5dc08df877491a",3,1,1,5
"2617bd3af5a5543ad392dc1c1fa7aca9",2,1,2,5
"2619126b7e6621e9681aa9095ee97ef8",4,1,2,7
"261b7b1a7f6d122048e320fac49b32ce",1,1,3,5
"261e5e78228bac70d442ece9968fa0e2",3,1,1,5
"261e8255730ab49376999aaa118e65b0",4,1,3,8
"26212dbef2793994deae6798686c6c74",3,1,1,5
"2621b577faf30c524ef1f0fff766a575",4,1,4,9
"2628a05bb1ca6a99a78c2c40c2b992ee",2,1,1,4
"26292c7f6cab5326ad3170e414cc8f44",4,1,4,9
"262a04d06bfeb0ebe88055498861e427",4,1,2,7
"262ab6343507e1bae6a81a9d8156e308",1,1,1,3
"262c924976402a1e7bee227038057e51",1,1,1,3
"262e0bc6e703f729f370889579d1f0b4",3,1,4,8
"262f884f74980c0ad26fcaab579a3294",2,1,4,7
"26364d4333521dffba5eef5cf98ca5ba",3,1,1,5
"263e94d0771eb0152fbd97a7b71f6769",4,1,4,9
"2641ebe0a58497179c5516f545732c2d",1,1,1,3
"2644b5329dfabfe49dd9df61bfa66817",1,1,1,3
"2644d64a6ba0347f7a944147e64ea263",1,1,2,4
"26471c55ce2a9117ad3e402527ba3caf",1,1,1,3
"2647f46ede7b96049fb3405f1f5ae263",2,1,4,7
"2649e2555733b0b99cab50a932390f8b",3,1,3,7
"264bf07eaebba3093af588cec7b01072",4,1,1,6
"264ced2a97dc696bd8355207822e8182",1,1,4,6
"264e347a4d5ccf09fa76c10fdcc512eb",3,1,2,6
"2650facd223359f0119cede111c61756",2,1,1,4
"2650fe5b5912d32783ec9f53a4314cf1",2,1,3,6
"26533b4d43ec9ff6eb99930a52fe13cf",3,1,4,8
"26546347dd1db04a1f9576b2da076b7a",2,1,4,7
"2658a19f7aad299279da193e9bed3776",4,1,1,6
"265dcd451ef43594627c1cb2e245e03b",3,1,3,7
"265e5337c41b4ea994cd62f8a1ac26df",3,1,3,7
"265e680952d0501a7473abf616e79cc7",2,1,1,4
"265fc51793e4522a2b46c2c6a088cb69",2,1,2,5
"265fd6fdfb53451dead7aea471f99fbe",1,1,3,5
"2662d74bb0b34c4e942fb3ab6a27ac64",4,1,3,8
"26637eea80412340159f0d7d9bac0d77",4,1,1,6
"266398d6cda9f76c3d993d63287141f1",4,1,1,6
"2663a303bd9e9b360ebaa9e12aee0b98",1,1,3,5
"2664e99a54457f83029c0bf7c84acbb9",4,1,1,6
"26665ee2e504396135d197b3e4721beb",4,1,4,9
"26689da93e3112041f2a9109abba4d9c",1,1,3,5
"266ae48d39699b688fab56339e81c2d1",3,1,2,6
"266f6baed5662cca5d5d51db71a51b23",1,1,4,6
"26723c2369b2d756562aea0d206748ca",4,1,4,9
"26738f46bcdeb6d82d07035f201b2e19",2,1,2,5
"2673ed475f648cf08deac9bb9c1abd0e",2,1,4,7
"26745aefcbade7bf038c84f9529ba5b1",2,1,4,7
"2674aeba762a1b689410d5a4e705e323",1,1,4,6
"2678e1c5ff986a33a21eb9014275eca5",4,1,2,7
"2679c5362ae40e62b4e4d72db1b75465",2,1,1,4
"267ace46dd6ea3316ec18a2cbd2b81ad",3,1,2,6
"267c2edb74cff7cad016dee99b43c272",2,1,2,5
"267fa579eaa7f06e13741936dbb4b957",3,1,1,5
"267ff442736c1c9dc9a4b4d5d9205f7b",4,1,4,9
"26824609b6ffd112ba3cff92fee70c0a",3,1,4,8
"268323bb57cba6b9911147a93f90cab8",1,1,3,5
"26832dc76d1a05cc0972247fb1bdcdf9",2,1,1,4
"2685d4322702a9078fd677ad64566dcb",2,1,2,5
"2686ba7105a5b4eaa691cccdf3a866b6",2,1,4,7
"26874c233e3f7b363d33153b29e0c133",1,1,3,5
"2688e5303908546d7c3a496c9b6889ee",1,1,4,6
"268948c5c17f57598d697e30f4d4775e",1,1,3,5
"268ea39fed3cfe1d823697bd7db0486c",3,1,4,8
"269155ac8d231836ffd4c2287792c83f",3,1,3,7
"269238842d68fc9e05ce2261942cfc28",4,1,3,8
"26936d6611abe8a6db5f13e2c425338b",3,1,2,6
"269404584333ceb567d7ffa0c068699d",2,1,4,7
"2697ebd7aa79632e3720ac2c025c82b3",1,1,4,6
"2698870f22435757b8e4be883ee56dca",2,1,2,5
"269967d6fb659ab7b231b9d550a7d2ff",4,1,3,8
"2699b1bdee690329303fb2c0aada1c1b",3,1,3,7
"2699b77563fd2f76debf0cf2111d5c2d",2,1,4,7
"2699f3d2e5846a3409177ffe4d2fddc1",4,1,3,8
"269c311c118f391dcfa4803a030a90ee",1,1,4,6
"269d2edc97deb5d17768e1d624adff35",4,1,3,8
"269e5f79955878566a4ae6dc43b96918",1,1,4,6
"269e9310d76fc671774db3c52a523b9e",2,1,2,5
"269eaca93cc26741741f59d5899d46b0",2,1,4,7
"269efe3d194246cc657a359d08a64822",3,1,4,8
"26a02d604112e271e4b6625c7a637ea0",1,1,4,6
"26a8f651c4b6734e400909611ad586f4",3,1,3,7
"26a9401fa4e6ec700b7a7fce51d984ec",4,1,2,7
"26acc72cbc14d9fcd1a519a43d5376ac",1,1,4,6
"26ad70987fa3435c6279b8c3a5f4980c",2,1,4,7
"26af6d121da6876736d5105e98baed9f",4,1,4,9
"26b0ac7346f185b022438efbb08d5e5a",2,1,1,4
"26b0e1ea6c8e0976c527ff599e113ad9",1,1,2,4
"26b10452a17da7c4a3f0c0ee7e975601",4,1,4,9
"26b19f83e269b7b62fca19a32a4b2d3d",2,1,4,7
"26b56c033a85c906839ebb8b8dd0aadc",2,1,3,6
"26b75aa0193a68d5ff0f07dddbd6789a",3,1,2,6
"26b974d78e5cd0dc7e2230c906b0b38e",2,1,2,5
"26b981471d693dc5e88cc0c9b30f22f9",1,1,3,5
"26b9edfcfdca5ddd162feeaf03b232f9",3,1,1,5
"26ba94dfa1455f35df98f0272823d02c",2,1,1,4
"26bd7a795f36651f1783f3df3bfa61b5",1,1,3,5
"26c0bfbdd892ad1e329c86c7cb975b70",4,1,2,7
"26c33939876986b38b389a532ff0f655",3,1,1,5
"26c48996867a67d2d6d1df9dd5e00ec8",2,1,2,5
"26c4adad5125842e6e6663a163ab8136",1,1,3,5
"26c57e516c146b6f4e922df3b81f9e39",3,1,1,5
"26c57f8ce914e45c8fde0c7d415719d7",4,1,3,8
"26c602fff4586cb473c2c37abe87caef",4,1,3,8
"26c6ce4fe5832390bc851493c8fcfac4",2,1,3,6
"26c7533afb609f03f267ccd7741c0d07",2,1,2,5
"26c79a4a3291e9f6fc3624846af7b544",3,1,2,6
"26ca20ff263502c115769540069e351f",2,2,3,7
"26cad9c9ba313f4f4883570a88f5460c",2,1,2,5
"26cbea974bc958bc0192ab80777f3a06",4,1,4,9
"26cc8c49362e4478de165274e7ccb214",2,1,1,4
"26cce7191f5ab07dd768e13b51ee43d8",2,1,4,7
"26cf7ebdf7d1db7f8428cb66f933e2bd",2,1,4,7
"26d011d527e0a9fc7e93674895f73193",3,1,4,8
"26d1739aa061131f1461646969d85f20",3,1,2,6
"26d1b63e9b8478f84f87188c4877049e",3,2,4,9
"26d23e38ed702dc7a476dbb107192848",2,1,4,7
"26d2deab12236d9b5683602c5cd9348f",1,1,2,4
"26d3ee07c142ba376bcf0a0d6ccb4a28",1,1,1,3
"26d56e2bb6e04f6178fe73493986dff5",1,1,2,4
"26d58e42c6ae618b178d9b0c60a96f32",3,1,4,8
"26d5d1d2445325c82f1ceddcd86ea605",2,1,2,5
"26d64bc1c84d1bea013abec8ce481299",4,1,3,8
"26d6d75e98b2891c9391e64debb9a006",1,1,3,5
"26d7fb18bd08799ee81f5f1a21068a7a",4,1,4,9
"26d86a89365a010c1be9f55941ec2426",3,1,2,6
"26d94771dcb8f47f8459d7b874c89e0b",3,1,4,8
"26d9bf40b97ab092db36128329a0e9da",3,1,1,5
"26d9c33cb6c907bb9744599829408dc2",1,1,4,6
"26da5236b37928e6d790a44b74675c96",2,1,4,7
"26de5f37a3eed5aa543737695f3ae0c8",2,1,1,4
"26de6a0aafed8ec5dbd16371667f6883",1,1,2,4
"26de9a7bf14c1c971f6b4364f34b938b",2,1,1,4
"26e025af2347c3968f6a578f853a9da2",2,1,3,6
"26e1950e80682b67d9c39003f5bcea80",3,1,2,6
"26e240cff6db69179349bde0266c93a2",4,1,3,8
"26e28dec8cb5276d208656aa1c8b3b50",1,1,3,5
"26e390cc5f19cc8c56c217fe5f6e700f",2,1,4,7
"26e64375295212c2257570ff2ac45b7d",4,1,3,8
"26e8d473fbaef56f0f90930bb036fb89",1,1,1,3
"26e91939f958f4fa1463c59f03211a90",1,1,4,6
"26e9774a56353b496eda3b90961b94b7",4,1,1,6
"26e99ecba0051e44486072c1303403f0",4,1,4,9
"26eaae8c1a6bf6dde7ec03d919b31ffd",2,1,1,4
"26eb5a4f3f84b5d976850d894b268de3",3,1,1,5
"26ef82554d12997374cb696193b9c415",4,1,4,9
"26efcb57caf351a8410554d3c78a94fb",4,1,4,9
"26f0dc90a386a2375a109b6975dff3c7",1,1,1,3
"26f0ee20334f30bf3304ee70df472c5d",3,1,3,7
"26f70ee88a13c763eee88f1983b05f1b",2,1,3,6
"26f8790baee110479bb7cb362e16134a",1,1,1,3
"26f97eaf9f9daed27155eb87109df5b9",2,1,4,7
"26fa27da838f22e35145038c51c27f78",3,1,2,6
"26fb34f6190c94992b30768102bef5b1",4,1,3,8
"26fe58cca8d12c853839d4e777a1844b",3,1,3,7
"26ff795fbd492eb47b06f47795134bff",1,1,1,3
"26ffa3cfe15b987b017872a163c38118",3,1,1,5
"2701606c854378c21411b7643d702e6d",1,1,4,6
"2702159cd4dcad176e94484d993e117b",1,1,3,5
"27036d1c86d799c8d8ad95e02eb26c4d",3,1,3,7
"27041b31c8dd754169af16d67d21c442",3,1,1,5
"2704fffafebea37ec133f21e0009e6e2",3,1,2,6
"2706381a92441555f6055998fef0b71d",3,1,1,5
"2707694d2e0e2505aa0e5aae6bf6d936",2,1,3,6
"27076f2cd1c48142f5a78a375c3ea648",2,1,3,6
"2707b48ba1240c559f1088c2e696e1a0",1,1,4,6
"2707bb9edf1ecc4ca7e6e62404b30eac",3,1,1,5
"270998894092f5d408b78a4a8b9835c8",4,1,1,6
"270a2cd191cd19898f8abd07c5c248fc",4,1,2,7
"270b3b73305179f848bbc74e576f2808",2,1,1,4
"270d33edea98d1d8908260bc4b2f4bd2",2,1,4,7
"270e7db24eed36da9e6a4ee5a8ccdc1f",4,1,2,7
"270e89284af9c8a19bbb7d4665b51417",4,1,NA,NA
"271141f2a70555d8f612d963650c45b8",2,1,1,4
"27147bccd8cf428233bf5643306557fb",2,1,1,4
"27147dbc9e950da24fc983f4589858d4",4,1,2,7
"271581db361c185cb5b18e78e1ae4427",3,1,3,7
"27158bdf1ae9e4efb6e48696a7bfe81f",4,1,3,8
"2718bf40ffbf0f9e08988575ade1bf4d",1,1,1,3
"271a5347ec3fc4388af776e5e07fbd9a",4,1,4,9
"271c480fdbc84c7775bfeb2787ec8a31",3,1,4,8
"271df0a7b98c752f9717a693bb33cafd",1,1,2,4
"271e1c62cc399fc70ca9847769c12458",4,1,2,7
"271ec2410ab588a07c8aed43957935af",2,1,2,5
"2722e0a22fdec49f57290aede617b0f6",2,1,2,5
"2723dbe1b79f4f8e9e5eacfbcf94aa36",4,1,2,7
"2724b465df81779da92138686ca70818",1,1,3,5
"27250f9b8b983f21d3c6fc860afaba93",4,1,3,8
"27259fad9054fce994a70f1d117bc402",1,2,4,7
"2727bb95145e3b7de25999b8598b3f6c",4,1,3,8
"27298642ba9db6dd21ae94bf71185ac2",2,1,3,6
"2729fcf116ebf40c139954768b57af51",1,1,3,5
"272c0b6034c4d5b0b42252d40a9b53b4",4,1,4,9
"272cc626226c97554c44fb1bebc2c75d",4,1,2,7
"272d474dde8221c368c57511d9150215",2,1,3,6
"272e033710a2d35aaa9f5f5e36763514",1,1,1,3
"272e809ad03db04778059764d26e80e0",3,1,1,5
"272f7dfe5a6714f61a473c8d2f2862f1",4,1,4,9
"273087c05d0c34102eda4ea9d7087417",4,1,4,9
"273101692e349c908ab73146dd61798a",2,1,2,5
"2733b02828ccc30fa2b580bd68a7490d",1,1,1,3
"273451974dbd2684cb522e9acdbf1a05",3,1,2,6
"273474c04d343aba1d6bf23d408b3ae6",1,1,2,4
"2734e0cdd8354610f50b29876b01fc97",4,1,2,7
"2734edbaf3ea5d3c5383fc431d10ca29",4,1,4,9
"2735c1b353b1b17553afdcefd98da14c",1,1,4,6
"2738af56a279cc7301fee8cfd6dcfdc9",4,1,1,6
"273a1f5b9953aac34f2c846403614771",4,1,2,7
"273a333047511083c6e77ef31fd25f2d",3,1,4,8
"273ccb8d8296ab3f9aa5cc8d37784123",3,1,2,6
"273fff5a1d5e0ffc35f76b3fe3fb2516",1,1,4,6
"27429a8e6724fdd723ccd8655cfd824f",2,1,1,4
"2743858792f616ce530a09f2d7f924ca",1,1,3,5
"27455567d61cd7ea736dfe92b20f1243",1,1,2,4
"27471f7fc206da344fa29b57c48417c0",4,1,4,9
"2749558e033658d789f02df663f27404",3,1,3,7
"274982276baf60dd351fd21c02101477",1,1,3,5
"274a72bf284b97e0812c44f518955017",4,1,4,9
"274e020b02c4a265e3914958cce9f8d0",3,1,4,8
"274f4aea3f204d2db1dad99541b05f42",2,1,1,4
"27517ed34c0406fe07b3a806e33cbc10",2,2,3,7
"27558f96bc671d0594c60be61566aeb4",2,1,3,6
"27590055315aaea37e0e9060699efcc4",1,1,3,5
"275aba69747633a7e4ca86662cb23d10",2,1,4,7
"275d99f8548f195d6c56c0240703b783",2,1,2,5
"275fd80a923b1bf97db8979ad8e254d8",3,1,1,5
"2760a10fdfe3a77a374bc8823f9cf21b",3,1,4,8
"2760aef7bd977a44aabf53f656e92722",4,1,4,9
"27635f54dce959dee4ab3a0f52608e68",2,1,2,5
"2765fbda0b30ef243492b1a5ce13dca5",3,1,2,6
"2767ebe1fedf70562aa588a37a23080a",2,1,1,4
"2767f1bba0529fe3f48378c05ea40f0f",3,1,2,6
"276b9549e6b76348904f03e79b76a5cc",3,1,1,5
"276c3e8e20e4e17c0bf6d4dc9d68ea91",1,1,3,5
"276e32e47925fc3e069f0c821742dcb3",4,1,4,9
"276f9dd654c5849860236cfd4c3e35a7",1,1,1,3
"2770f7c1e118a711aa68604cfa09d4bd",1,1,4,6
"2774150e9936d809c868608c41cf5ba7",3,1,2,6
"277490f0d435b602fe4475d4b89e9181",4,1,2,7
"2774c87659bdca5ddfc6df1a688a54e5",4,1,1,6
"27750a2a0de67d552d7ea1cb2892cf1a",3,1,1,5
"27773d1cf7dcea107912cb5ecbd96fc5",1,1,2,4
"2778aca502ff9de17286ac235086a248",1,1,1,3
"27791b8d9ada88837fbedddca950c541",3,1,NA,NA
"27793c0f8ec6a16a11ff120190a38774",1,1,1,3
"27808c110b4a1fe559638bf911ff227d",1,1,1,3
"2780ca41194612d0d21951f840107289",4,1,NA,NA
"2781ec56c6a3b0403a3e6ef1aa055461",2,1,1,4
"27822b36837c0958a93e37aa99148a2b",1,1,4,6
"278256c4e23f585212de04f1ae53d9d2",3,1,1,5
"278421cd02bbd7983fcc0248cd278e7d",1,1,2,4
"27859b8fc903e1d19905aa3f011d0904",3,1,2,6
"27882b4ede2bb2b11fbd9aaaa970a666",2,1,4,7
"27891f64aa89e1e7a933b2862b583ee4",3,1,3,7
"278afff910f55b5ef2798adeea2d179f",2,1,2,5
"278c30c4e97c3c218cc102eaa5da14a1",1,1,2,4
"278c74f960feeb2f4743d48a70f9bdf8",2,1,1,4
"278e0d24c045d8e5e430e53c45d7e143",2,1,3,6
"2792a2868cdc9fda3a63fcec91f6c2d9",3,1,4,8
"2797cc1c85376137b29341b675e76bc8",1,1,3,5
"27994d62e7ec39656f6c8b2c39a19431",2,1,1,4
"279d9065b859d2c9caf96ce8b2d0c929",3,1,2,6
"279dcf84705778ee59bd87481f702328",3,1,3,7
"279ebb89974a93cfde9466d115f24ae5",4,1,2,7
"27a272046535111a3ed3286df1552476",1,1,2,4
"27a53659b6216c57d106d48be0c50264",2,1,1,4
"27a5574e71717459cfc3c91ed65c3a84",1,1,2,4
"27a6f6db91782c11b75b53f39f117d3e",4,1,3,8
"27a846eae515192b9c7c37ee36d51404",3,1,1,5
"27a8d775de22bf3c6e8488b5510792e2",3,1,4,8
"27aacd37c12bc685a275af86f14d2c23",2,1,2,5
"27ab7b3eab2e63cf1516f522417bd6c6",3,1,3,7
"27ac1e144d1c5d8820ebae78802d90ab",4,1,1,6
"27aedec355013caf67bf8a6e30ee4043",2,1,3,6
"27b3bf351163c685a799c2bc22fc6ab0",2,1,3,6
"27b521a055cd1e37cc5ceded75d02472",1,1,4,6
"27baa332b26e4ed2bad957ae99ec7520",2,1,1,4
"27bf2134b6cdb9bc8946666190a0c4eb",4,1,1,6
"27bf8bbbb413c6437c459c6f6f476dfa",2,1,4,7
"27c2a1062dae3c0a6123e3ce934374a3",2,1,3,6
"27c2cd2c1d26903e4a3e001bbe8314e6",4,1,2,7
"27c343002e49de073102bc1e24b6493c",4,1,2,7
"27c45e0dd1230d84a9120d0e70c730fa",2,1,2,5
"27c5a2e7ca50a650565c75052cd5712d",4,1,1,6
"27c8243bd798cad94ce3e33fa838bbe9",1,1,2,4
"27c850d0f82040e3d590dbaa6c8fe2a8",1,1,2,4
"27c98127ee77155cd5a805d8af3d60b2",3,1,2,6
"27c9fbc5854ca2ab9c51abdd4b520589",2,1,4,7
"27caa98e53666d29364fadfdaaf04146",1,1,3,5
"27cabcd379e670922dab839a52159317",4,1,3,8
"27cb8f06ec6a0f0899a985f972c98033",4,1,1,6
"27cc295b7941684eed48fbfb11d9b8b9",1,1,4,6
"27cef5fd4f3ae7f1ff78696bf8036ede",3,1,4,8
"27cf034c3054f1de4937e85c5b5229cf",3,1,NA,NA
"27cf7112eee3dc907058ce6cb8aeb996",1,1,2,4
"27cfd1c993e99552dd91cb76c869bc59",4,1,1,6
"27d1399529ec2e7cd92e846e77009aa7",1,1,2,4
"27d25e600109af78787b2f8c2df7fccb",1,1,3,5
"27d59fe7ff2ed894f826fd4a7e5466ea",1,1,1,3
"27d7f696f79576294166f9d85ec1f293",4,1,3,8
"27d873fe972585d1c6feb87449bf91bc",2,1,1,4
"27dc5a9752fbe3fab28ee4a2a6985163",3,1,3,7
"27dcf49025ecf5755d31f06c144cd5c6",3,1,2,6
"27dee3bb3d5d400ddea5b3cad3b11425",1,1,2,4
"27e068cd8f732d869a03bedcd5a5a90a",3,1,3,7
"27e0c9d21279230697c893abe570a4bc",3,1,2,6
"27e1476c37b57149dee90a4914f0ee8e",3,1,4,8
"27e181e45fca27217ab5be6a014c6add",3,1,2,6
"27e262a272612013c7defb6b9e86c884",2,1,3,6
"27e86d2ae0db33b8d242c9251067d97e",3,2,2,7
"27e92b85aef233fd7505b89acab00e90",3,1,1,5
"27e93c3b54ba3fa1966bf7d23e01c58d",2,1,1,4
"27e96f577e0346b2952d39c3b254aa74",3,1,2,6
"27eb793afb099ccb5d1fd07f314fbf77",4,1,4,9
"27ec97a5fb866b6ff25b7eb3e6079251",3,1,2,6
"27ede105a6042b71a261bf57f75fdcf8",4,1,1,6
"27f0997cada288eb935aa07d2995a4fc",3,1,1,5
"27f0aa81b33682a3d99c2c1c8ef77f1a",2,1,2,5
"27f0f1a17649f6017aae0f09c059b246",2,1,4,7
"27f1125056e85c7953c73a028a8582ab",4,1,3,8
"27f23190d48300c65de208da4ab689af",3,1,2,6
"27f610da50d98eb94f1f0745606bc9f1",4,1,3,8
"27f7229b3857d61bc634962baa830c8e",3,1,1,5
"27f88ecdda08ca7521374e9644642bba",2,1,1,4
"27fa12c46b8f535342292f4292ccfbf9",1,1,1,3
"27fc31c010b3884c602805c30d4b704c",1,1,3,5
"27fc99c1f816ef04db1a465708277bd5",4,1,2,7
"27fd40661f81b12783dd310312258f6d",2,1,2,5
"2801e91a3596e4d07f4b73435c12c739",2,1,4,7
"280354531377fe230482204231f0aa8c",1,1,2,4
"28045a6a1ab1aab92e8db81ad3ef4845",4,1,1,6
"2805ad52438fd994db4dc221d7f57a07",3,1,3,7
"2809a76368af04203d1fb4a5ca9b9910",4,1,3,8
"280bd40787648bfaa6756e2013520c13",1,1,1,3
"280bf653e57167086c1a8ffd18b03ab1",4,1,4,9
"280c34dc057ff9f3cd17360673d4b87c",2,1,2,5
"280dffddab1301eeb08ee0be0bd0ca2a",1,1,1,3
"280f5ea9dbaf92b0f6deb78d8551952f",2,1,4,7
"281096eb031de8c318bba51915fdd16a",4,1,NA,NA
"2811bce3b9fabf7447f2e1485a7f1126",3,1,2,6
"281253b7a0ae8530fa7ab5c1c738d4bf",2,1,1,4
"2814c8bbfbba6c2671759ba431b72cfc",2,1,3,6
"281548a3e67bd3903a7d73070a74bfed",1,1,1,3
"28159e14ccceb47cea801c301b8b102d",1,1,1,3
"2818ca3e861f7bc77e4acfdc1b161a9f",3,1,2,6
"281a589201691767532e496d0d40ebc7",4,1,4,9
"281c1b891f8593b05ecde83d38cb9e5d",4,1,3,8
"281e1e72207e518c29b249a1361a775d",3,2,4,9
"281f12cf31b533cb2d48c8147e9606e0",1,1,1,3
"281ff584a1e9eda2feb606531eedf20d",1,1,4,6
"2825ce9bfc557b2f9e46019382c0ecf6",3,1,1,5
"2825e09d18caaf979fc068920029467e",1,1,2,4
"282612d97acdd764b6e12ea19a426eaf",3,1,NA,NA
"282660942c5b5d1e009cbb5c420d15c8",2,1,4,7
"2829360d4897b0a8fbcde0e7a6de64e8",1,1,4,6
"282bb98f56905453d8489b2d233869b1",4,1,1,6
"282ce318edf842e6dae50ca6d759f98b",4,1,1,6
"282d49fddab8e95a8673a2a90072cf5c",3,1,4,8
"282d5364381d50944af8f3a47ee9d364",4,1,2,7
"282dc4abbf2759fb9bb77217f5cd6c4c",1,2,4,7
"2830e06c6ec76d77c3105c487630d3a9",4,1,1,6
"2831b2a448bc9365af4caf0efe5fcbe8",4,1,3,8
"28339c3ad912ffe9bf8f0822b586cbc1",1,1,3,5
"2833fe0b4fd9b6ee8191cd7fb13f6ca9",1,1,1,3
"28345e4479fbaa6c278e0f64546ebf96",2,1,1,4
"2839a8e407fa2cdf4feed75bf03341ec",3,1,2,6
"2839fc99ac0504ca0559a1dea804854a",4,1,1,6
"283cb910861a29232751c93f3792b246",3,1,2,6
"283f9c59f06cc744a8f0dc2a66f1e385",2,1,4,7
"283fa782044034a172e6ea79a0de0eae",4,1,2,7
"28441d18136bcfeb0fca3cf21c286081",1,1,3,5
"2844216d0982f6ced6f8cb8c2ede4136",3,2,NA,NA
"2845a101ca2142f49b55c790e9d93de4",4,1,4,9
"2849324488a981c60e2d96d714acf617",3,1,4,8
"2849cf27816b8a9572fbe6cac3c8d62c",1,1,2,4
"2849e49e72da42e35150234ef5a9d2cc",3,1,3,7
"284a33cd4d04f42e16b079c5b3c1364d",4,1,2,7
"284c24639d06fd022ad9105c46f7f923",1,1,3,5
"284d3f0432b2206d6d73f75c999367ad",1,1,3,5
"284d6bbe873523ddaafba1ff080a7b69",4,1,4,9
"284dd360d3b9388075b95388a567c390",2,1,3,6
"284e36d78d3a3a395cae7fe335fc8371",2,1,4,7
"2852756794b74680d1de8e8e8b8421ff",4,1,1,6
"2854ec45024367d1c3f4690485ef01c4",1,1,1,3
"28566069f69028aaa19a201e5d9b96ba",3,1,4,8
"2856ad5a7b3da4e0cea4bdf87467600a",4,1,1,6
"285b78fd813ff7269283898759bac0a3",1,1,4,6
"285b7fe0b3e63628eeeef89b9aa0ba5f",3,1,1,5
"285c863b24e651c7fc879928cbf422ca",4,1,1,6
"285d20e8ee89da04e022456f8201fd45",4,1,1,6
"285d7c6a3d33a46cf572fc005255928a",4,1,1,6
"285f6cab28390aa73d09933379466406",1,1,1,3
"28650ae59f91b5215b7ac85371600caa",4,1,4,9
"2867db65e2abb07a5b9b07b1a7ada5c3",1,1,4,6
"286981bcb37cb55d725d9f2c3bf72c2a",3,1,1,5
"286b32b0c700fe3b21326f14d19c6d21",2,1,1,4
"286c4f2a3f0d51fdee3163927498cb6b",4,1,3,8
"286c51fe0bc2f07fed3594a58acf77f4",4,1,3,8
"286d8f01f94a8061cef05c7c49efd8a9",2,1,1,4
"286e2884f952622a05692d141f20177c",3,1,3,7
"286e342d243c6fc79f143ecdb2e2aa6d",3,1,4,8
"286f543bf02b25afdc7fc73cd07b727d",2,1,3,6
"286f68deaed72fcd74c89cffc9e02e35",4,1,3,8
"28706b8dc0fe2a95fbcec1e53253d8e4",4,1,4,9
"2878289928927b75d078057c8d91405f",4,1,3,8
"2878e5b88167faab17d4fb83a986d38b",2,1,1,4
"287bb2f4e2103c5014b96a81439dcb57",1,1,1,3
"287c23d81ea7fb3a3df3c852ee17dd2b",4,1,1,6
"2880ad42ad0b51c90d580f1160103ffe",1,1,2,4
"288176d126141574b79386872d9f15c7",2,1,4,7
"2882091b19792ab7777ff9968afd970e",1,1,2,4
"2885567c931ecc0489ed0ae6f1f4aa58",1,1,3,5
"288738b125150edd39c0dc1390978442",1,1,4,6
"2887d406026c92a31aefd39960663798",4,1,2,7
"288815e5ba036d5b1407dfd71a9c2a2c",3,1,3,7
"288ae9eef8aea0a10244894a9688b226",4,1,3,8
