"customer_unique_id","recency","frequency","monetary"
"45d4cab4fa5f2d5c9b2105502561bdb4",37,1,69
"45d7843cd73eb1cdd0af569b6b6e626e",53,1,89.9
"45d7d97bd1be1aedd42ab9178b85a1be",145,1,52.9
"45d9410bc1f3c6e36dea41d8f823ada6",453,1,599
"45db875949ee3ef18fafdf817076165f",338,1,23.9
"45df9d71b80f651fcfd26763eebd027a",30,2,169.8
"45e1383f68227bf259f79319dcba791c",3,1,69.9
"45e5e1715b795757d22448692cc8dd5a",33,1,1099.99
"45e5ee02a44f5afede108564a3ebbf5f",292,1,499.6
"45e749ae45014495eefade857b8728c0",256,1,119.99
"45e8e93c55a17742e7a6a17e373e6130",61,1,147
"45ea5d11dbab64432746c40c42b10fb3",269,1,19.9
"45eda2a649bd58b167d328bc06e8dcde",13,1,149
"45ef3db0d020143d8cb7cb75df16ac73",66,1,44
"45f1c844c7376ed6523aa7a8059f87d8",246,1,129.6
"45f3d2ee6b3d8b369e210ddbdb0c3af7",236,1,132.01
"45f5c15d1dee0f06786c548f44268c95",214,1,279.9
"45f6782e5cab8c938a06f6ae56f9d6c0",110,1,89.99
"45f798bf156eb30f70fa7c5392e90971",25,1,49
"45f8153f2d43bfbdbd0a1ab0c08272eb",78,1,21.99
"45f8e065815894a5aab5e89b61dd7b52",450,1,32.5
"45f920c528716a2b9bbdcb7c8405122e",144,1,16.9
"45f9f5dc5d48b9c1432c8cc0718984a9",91,1,36
"45fb317de39db77813c19dfe0895e8df",37,1,79
"45fd1f20d58a364a552cfecccfa78935",37,1,372.84
"4601ba6fe815045fe79891676bf069bc",151,1,112.49
"4602b5cd6f4d8d108039d3d39208786e",110,1,55
"4602e5a309192461f83814a668d8344e",65,1,44.9
"4605f3ff1f7465c4e555b2429d8efafb",245,1,149.9
"4608610d6205cfdc1821ebd081f34081",194,1,156
"460a8ec20cdb96105bf29b82417e13bd",233,1,49.8
"460aa5bf21f70b578ac7a997483cc275",41,1,246.62
"460c23c2a127058a285280f9e44b92d6",23,1,79.9
"460cd758614a0be9739d2f8d9bc1494d",51,1,119.8
"461249b7001e9a56d4f4d4c29cd4cfe0",139,1,312.6
"4614fee469e2e0295a27cef0bfb724f7",135,1,99.9
"4615ce41a3b06fd6569ec0103d6ffcfd",329,1,59.99
"4617687e1243576cb864646dc3c5e323",282,1,36.9
"4619eedf5b092b15ebc4d916f8c99646",321,1,25
"461b0e7c11ff521493eaa69ad24e7b3d",146,1,24.9
"461b7aa4cef6a23317c59baf15c13c49",111,1,99.99
"46201bcc68ee62ab9d2f8908f7d32a66",327,1,99
"4620aa87a466822bd4bd3f69e01e1d5a",156,1,76.8
"4620f724ea1b3f418e1c692306edd170",22,1,99.8
"462182a167624f60fb9aab2f6139c2c7",320,1,5.9
"4623e25513fd0f0b829ab393b98e08fd",129,1,49.95
"462483c5762cc99a7c728dc2cfb8aaf6",93,1,58
"4625f18b9c2f7783ed1900ed83c8f0fa",214,1,56.99
"462653b881bc123b46b575e760a61f05",198,1,69.9
"4626807d07906818ef7f102b1b250691",330,1,163.9
"462688d928e54e7304bf33065613bbdb",28,1,166.99
"4626d9d18722ef09665317afb9666980",23,1,177.99
"46276637ad6a208abe2d21eac707c73a",105,1,199.9
"4628eb5d381e37b130a6b0cb32110558",71,1,124.9
"462a44d8fab1c2e33de384b330eb50d1",23,1,57.99
"462b7e5c835a073e9167eba83228f185",6,1,166.99
"462bb3bbbb472504944511257137ebc8",114,1,23.99
"462dc9ca45ccf457a3d5b152748d41f7",34,1,68
"4630eb52078f3b41e78d9537123abb29",24,1,18.99
"463116a6ae33fb497ae0708b50892c5c",5,1,199
"4631d65519abaf54c9429423e48f6e8e",99,1,34.99
"4632dbad4b2e181ac7ae9aff0118a80f",23,1,159.99
"46372cc621b3c0e52d1e0e7113523466",200,1,25.9
"46374b8a397978c30de28705c098a9d4",237,1,NA
"4637e35610c5cbcf8e6939db18616926",253,1,13.9
"463879dc0f781a8eecd4bfac763b5e6b",37,1,65
"46396696dd307e5520002de8054d8483",177,1,65
"463a32dcd8a292c60601024be014d621",178,1,746
"463d3fc6a842c63846e99b5aee7067c7",39,1,55.3
"463ee5171d66178b9eb84bd05294840d",195,1,139.9
"463f4877f80ecb1068b9369b237999f8",38,1,84.99
"46417ad5a94a3c89c3725a93d3600b73",41,1,193.8
"46418f65fa35317b73048c6dd7055247",234,1,126.99
"464249e5d2b515deeea902c219cbc936",195,1,20
"4642cd486e01df18aa3d8468d43b2d9b",450,1,131.99
"464522fecc7b52a42faf755f562c1048",57,1,288
"4646025059444f61a86266dc7264c27a",193,1,31.9
"4646ed4260232754da3a22445e87d35c",19,1,64.5
"46497b4ed83c7595a9c8849ae86e5392",123,1,30
"464c15327646c422f5f1828b989417d2",254,1,831.98
"464f1dd8b46e09ffc91c93bf48237bf2",178,1,59.99
"464fd29443a84068efaf8ca00678f966",158,1,64.9
"465213418e5f34776c10da6c25583be5",13,1,49.9
"46527516a2c74ddc537d7489ab48ef37",33,1,289
"4656054a22c6da7fddc3bc88bf5f4a18",161,1,219.99
"4656190b9bceacd90dcb3b30bf0ebaa0",161,1,46.9
"4656b8688170291a74a7c466fc34b524",283,1,39.9
"4656d64bf4efd588f7ded844b597bc86",33,1,49.9
"4657c247b970684f3c0d778d9cec0445",106,1,56.99
"46582339a8c33e322c8ae4c85ba5da8e",88,1,18.99
"46587168f28103639ae8249f19b53043",224,1,124.99
"4658b26bcea972ed0b86a5f8c61718be",328,1,299.99
"4659f48db02c5e2e5a1c87f97fa7bca1",318,1,97.07
"465a9ad50ff153a3de590fa8c6dbf65a",297,1,99.9
"465b533cb30b28a5d820d9ca45084dea",96,1,35
"465b5aba99bc6d617f04baeb951e1083",67,1,78
"465b8d3742dc3b0ffb716c73b26e63f6",155,1,79.9
"465e51024fe9a6751b181c419758e598",183,1,79.99
"4664e264c981c09c0480426419f57c8b",199,1,118
"4666aeeab4a5003dce332f601df259e2",153,1,79.9
"4666e7be827bb14bf746a56f740e62c5",224,2,121.98
"466a171e9af288fa7c8d2e5d90c7f672",244,1,49.9
"466ab669487b54621877dabdee68271e",69,1,159.9
"466c3a741a952640c1984a48ebbffbf9",37,1,699
"4676d26aeee5695640b84d96de57df7d",146,1,115.2
"467975aa01ded053ddd770ac6d11abf8",107,1,189.98
"467adc7efca6a1d958f29e91ef6a33ab",44,1,80
"467beaec66cec4592b0d13c92e91ff02",281,1,149
"467c18b5d41f0e6b1e0a55540537b45e",4,1,119.8
"467c8269886e9c67ab2ec1d5ea86d9f4",234,1,219.99
"467ecaea2e826fdd849f936ee4e713c5",46,1,21
"467f5246de46dbcd4fc10271374c37bf",47,1,85
"46805cec31b0cd389365245595753c99",101,1,370.47
"46809bb2e99c0390bb0c047148e96cdc",96,1,104
"4681829483318507ed55682649de6571",38,1,439.8
"46824822b15da44e983b021d0e945379",19,1,105.99
"468397c4a3e5ddc3afead604f8b9a0ce",115,1,149.9
"46853529cddca069139d7d3e3e3d5879",105,1,364.99
"468594b34a196118b704963bacd30529",123,1,169.9
"4685d3ac521053cc2f2b9abb11fadad5",32,1,52.99
"4686d4a35766c5c65d309d30cc5e3ebd",189,1,37
"46874bc6fc16480a98c60bbc364d87c3",67,1,NA
"4687b78e990956109c4019200e3ac062",315,1,115.9
"468a27d5bd094619430a55dcddc7eac4",147,1,229.9
"46958f708ade6b6a88b2e5aca1e66de5",123,3,107.7
"4696c723485c37a1f5fb926165372f76",103,1,59.9
"46984e983f6a40f939ebd0ee1ddca314",281,1,249.99
"4698faf9686def850ec3800eb6b56a02",17,1,49.9
"469950bc72f937ed66694bbbc264adb9",113,1,54.9
"469a0424dd56b52ffff01f53bd0852de",172,1,29
"469c0d6df1bb58ae938abc0926b4d146",49,1,19.8
"469eeddda756ff1cc30b9b85d1496580",37,1,48.9
"46a0e6bb4d86b27d068f67e44e96b99d",228,1,139.9
"46a19a5b29624c9be39b41ab02b12b39",42,1,311.25
"46a1d003c88c3a4b3b9d97c774c63d5e",40,1,29.9
"46a2520c9d2ab817c0e473c6b0e3e171",25,1,49
"46a37ce78e0a0cc62c0b412e37188437",74,1,109.9
"46a3f990565ebe23acb8dd406402c57d",23,1,14.9
"46a5e9c70928de1aad9e3ca752a53390",125,1,89.9
"46a6e4074adcff2d099d729a2d926aeb",34,1,120
"46a842d8e1303e2b1544ad696c7bfbeb",138,1,198.9
"46a84f706aa22bdb63379610a77af307",228,1,37.8
"46aa150e680c04524f7519ec2292a13a",184,1,69.9
"46ab1191da6a216e86ad5a3c0a5d770e",25,1,56.99
"46ab2c3b332c4cf3e3df6f55ba028cc8",146,1,161.6
"46ac99709b2497c52b0b8ec5301982ee",145,1,89.9
"46ad2eaee2eff1f20b8632d4929177ea",151,1,205.98
"46ad66a9f04d58e9ac03147285fe12a4",225,1,49.9
"46ae1d535796f9407468dc3de56463c3",52,1,69.9
"46ae70c6315916db0d814fc994c943e3",304,1,59.9
"46b02db5d21d353b84c10a8a3a92e59e",131,1,89.99
"46b0ed26bc2fb8562ad6741c58fbc53d",209,1,129.99
"46b1c77198c6cac6b3b5c523763575c0",131,1,146.99
"46b312cdfe6ba42f507279a1fe2362df",117,1,224.9
"46b40b2b51306d8ea18aa1a98453e744",109,1,37.48
"46b4c5a60aa2e90b3911bf2a4973b9d8",231,1,399.98
"46b518c0803dd3f27a69b941c70a4e1c",111,1,275.76
"46b6a239a832256313fe411679bf0473",334,1,74.99
"46b6b9207955de25a4c8ed1192bae572",43,1,234.9
"46b7b0549a0fd88de78b58bafe90c3e5",20,1,349.9
"46b931768b02f0e14a46765b075ce7f2",17,1,144
"46baaa8dc89052125448d2e07445809e",166,1,398
"46bb69f1b7665b472b77bdeee838fbd0",59,1,749.8
"46bd6118d318823084331f26dcb0ae9c",25,1,52.99
"46bf380ec6fdb4b95d93f1c75f5f26d2",179,1,44.9
"46c03449c82e0f13b2f9a8884ee83e35",333,1,69.99
"46c0a00dac020d24bfdfbc8b214d54de",97,1,89.5
"46c1baa293bee229fa7c3205135a357f",123,1,107.89
"46c21d0f3e1d250a9f04e3fa064e8fef",202,1,99.99
"46c3eb3d84e04b1f16f382ed7948daf5",131,1,29.9
"46c54f2bc3965fb5a8e3136c2e32e116",46,1,120
"46c571354c50943f66679fdc1769fba6",175,1,38.99
"46c59f112858ee897d46f8e43af4a336",208,1,89.5
"46c66ed53217d42a41a10e6261fcf459",11,1,54.9
"46c812ac0c89d276c6ccbe04a8817c50",319,1,159
"46c850e2d990302ab74ae150807ce78a",223,1,79.9
"46c89f89a2515ea1416454394bc91046",235,1,205.81
"46ccb0012f64c53a1ed1e87bb8ae60ed",157,1,74.99
"46ce52f81d681a7597cf5eb4d1a957ec",41,1,58.99
"46d0adeb00a3ac414a77993181fcc44f",34,1,158
"46d136678b1c720fb055740e41b6c6bd",80,1,279
"46d151a357784fe6781d960dc1d06285",226,1,189.99
"46d1656249779fd10b588d2593b714b8",33,1,57.31
"46d5bdcc50df53ec8d503a81c0d2fa31",35,1,49
"46d6bf6ba908681765fa4714590017c8",268,1,99.9
"46d6e25b169e30130baf6f26fdb94377",131,1,678.9
"46d70c68b61455ad44deed17d18050f1",187,1,99.99
"46d71c7de8c88604b1beafa0e1692b98",222,1,139.9
"46d73ea171779c28cefc16560672c59f",230,1,143.8
"46d9d8adc47b1678d803ce740d9419e8",69,1,19.9
"46da36c3df7118852b770394d1ba2be5",192,1,41.9
"46dc9c11291e0d72c0f9cf45ff603de3",19,1,32.3
"46dd28b3f7e33b789acf42d3093b7773",344,1,59.9
"46dd7775bb1ba7e8a2b4b9d8e959098c",116,1,339
"46df1204cb9fe74558853191f8804909",265,1,18.95
"46dfac161b69dbb4b782ced9463b6c77",256,1,49
"46e1c5fa70c1f3b35960a35c5dd08084",171,1,215.9
"46e277a4bd2d4bf3e0e8cfaf4ea3c41b",153,1,89.9
"46e3f78405802e5bc311e5b31588d8ed",327,1,99.9
"46e5acb6c2cdfc0f4860de6df22769e5",152,1,76.9
"46e7ed1ef9223b2026fb4919fc7c7f05",111,1,273.8
"46e89cfb02add5f5600bd439adb2a49c",32,1,88.9
"46e8adbe1802b0aa1d172eb1a4eba9fe",45,1,2029
"46e943fabf935e18c6d55b4d49a7dae5",139,1,85
"46ed126bcf1df6e195dbc63d7c320983",224,1,199.9
"46ed7e02073e431706195e358a1d1d93",12,1,55.49
"46f1052e5dd26aa23ff9004b8edb293e",179,1,240.19
"46f15c2526277c2f9cfa6b239dfb11b3",229,1,84.98
"46f35988b9b224ddd3a90349052552e9",38,1,24.99
"46f3f8441baaaa9923a253b6dd0df2e4",5,1,86.9
"46f6d9edde823b57360186471b35d4ff",38,1,69.99
"46f85d17380660c2b457a30d81b7fd32",155,1,89.9
"46f999c7216a7dabe82b5ce58a1792ce",56,1,95
"46fa1edae9b7921e3c9588f24af56ee7",130,1,104.9
"46fae5e7a53feb44b1d3922d4cd51694",21,1,179.98
"46fb91dbc46fb25d7761f9dd6f308d21",293,1,179
"46fd21f8a3b4a07a38cee494c93b13f6",126,1,29
"46ff58bc972f26ff6132f8e3c2b0215c",339,1,119.99
"46ffe7cab19e3bc89e61c151a4ba4a1d",35,1,69
"4700fb5c5be4d27d6bed7cb5185e6c48",271,1,269
"47011ded765f5388dba9556c996adbaf",286,1,34.99
"47024aeaefb8911f866b674def017226",44,1,103
"4702945c3b363dd3a5d1cbe913cc95d2",81,2,60.7
"4702ba5faa8283e0f6b6a545cdaf8a9f",230,1,59
"47046e89851741b3261c81eebc09c062",24,1,250
"4704ad58366935f13d3f877aeff5f2af",142,1,19.9
"470613575ea5c168b39832a766ec52a6",200,1,79.9
"4706af85da078301c35ace57729cbc6b",298,1,130
"47084c2b860e0138fb2e463b233adf55",68,1,89.9
"470a28a9edeac03963c382d8fea393e6",100,1,399.99
"470adde7d91f2694e38b79cb314252fb",155,1,150
"47104da434d1b3240e419588313c2496",89,1,109.99
"4710663cf32a1ff1532c38d3e6aa4222",185,1,241.1
"4714c6b809db8b92eaa6a690b9cb6e3d",36,1,98.97
"47196dfe68ed542eb0e86d1cb3577cf4",206,1,329.9
"471b4157081884bf416a0cf4fd40f1c8",34,1,211.2
"471d491452eabd128b8fe5b12b913f9f",116,1,1399.9
"471d5ca7721cb58b096d992a4790914a",15,1,170.67
"472004fd1600444e5d906904864b230d",86,1,349
"4725b6ad059bb1a8bffc3de7dba595eb",268,1,179.99
"47264e9608c5814e2a7b260f6fe154b5",175,1,195.5
"4727a8e676926119d5d9cc5c1bb705f8",281,1,119.98
"4728b5b2cdd35bbc57963ac73436ed44",23,1,29.99
"472a149da00ab76966375b76601af3e3",144,1,34.99
"472b4749ae32cece39b31bea32014875",88,1,59.9
"472f97755c020f7fff14b98fc996c900",110,1,43
"4731dbaa797a769634978398e1925d53",72,1,24.99
"4734fbf54dc311bb5593c823625133a5",106,1,16.9
"4734fd2edba523ebe48a3ea2b4681efa",98,1,349.9
"47351f35d6ead07e0f2d39a2adaf73be",111,1,33.49
"4735373c70fabcc3c705771f828362d7",4,1,49.9
"4735ba9cc9ee7e5f88d7dee7ff3990ee",40,1,93.99
"4736edc381da3d6dc96db9e901e3c4cf",142,1,200
"473741c358b796cea08b4626d15d5870",29,1,68.99
"4738cadda5b3d09fdbfc89adde1094da",131,1,99.99
"4739b5d5f7b5ce4eda1e9323d541f051",207,1,99.9
"473ccd2f03685490c92e20a120aa7dba",56,1,24.9
"473e47de43fbdbf38eedc6869e7624fa",150,1,182
"473e74969de69a321454f7ac201651e7",237,1,59.8
"473ee5a301fe8ca129bc93d5eb7c8bf6",179,1,NA
"473f7ba5343803cbf047377f04085c45",61,1,629
"474185685b6ac97a0fc6daf0b10544d0",131,1,39.99
"474295909df1264244566c956385a2e7",297,1,128.7
"474a9bd593c96f177e663536da52feec",15,1,118
"474c11ad1e7a7c20127a45b744e7c38f",31,1,24.9
"474ca13daf52d941cc06e5a601d86f66",136,1,200
"474e6f9015656d6c09a2f572c8c64ec2",229,1,259.9
"474ef1978c42917f93bd84783862bdf0",173,1,84.99
"475229dfd59026d3cc3105cac4fe00c4",76,1,169.99
"47536cd28cca4c60e0a137015f51eced",70,1,19.9
"4753f8f5ccd47956ae9a4a0b8ba18cda",187,1,26.9
"47543a17e6d9e2531d88d1f0b2e77502",36,1,27.3
"4754e3b66497719a91b36268ed9c5718",23,2,822.25
"47559e2dc651adec4b78916b030bff94",147,1,239.9
"4757b4d81eaab4d270e585126410dc5c",244,2,69.8
"47587b8d4fe613ff6f42a7087e3307c5",40,1,199
"4758b959cb2bd61f4dca85be6acf5c37",37,1,19.9
"475956ece26647d620af9bc9c2297bc8",38,1,45.9
"475aad01a755a9ef191ba1e9081ad0db",251,1,17.89
"475be2351340859d5701f203d3a2e8b6",32,1,250
"475c8470cac5316dc1bdf13a46ec7008",108,1,25.99
"475cab480951109dec3ad6f770167fa5",153,2,149.29
"475e638b2b16d4b407b41ae324fc70bb",24,1,149.99
"476067c2619e103d569ac1c3cde464cb",25,1,246.97
"4760c4078dcc7863d1973871094b8fd4",44,1,31.9
"4766fb51c287a3a3a67eae04ed0e75a4",449,1,54.99
"4767f3ef86357503d1047cabfff57309",182,1,34.9
"476b7c0237a2d32ea8ada3f1a6c41a00",211,1,15.99
"476ebd274a4f410997dbadd61910969f",203,1,329.9
"47705e07ec01d2c829e700f36476985c",299,1,39.9
"477241a396a48eaca5dfaea4fa27fd75",2,1,119.9
"4777ea23e9d2b713832376747e89105c",4,1,19.9
"477865d456d01a59ba73500ef1e82e4a",268,1,99.9
"477dcd81aa8e72c9945184da3d685236",227,1,118.99
"477ebceaf95a02964db3c4f639401008",162,1,279.9
"477f7f182e8da105ba6713c0d5a24f15",312,2,239.86
"47819e2fe2feece1eaa798f2c2398221",345,1,713.6
"4782bd734cb291316f1637caa02fc38a",230,1,52
"4783f02ed6fbca3c4e321d029826dbf1",22,1,17.9
"4786095d5d01fa91f67a87184280f6ff",301,1,29.99
"4786a892f7618a4855172f0fc43fd3f1",117,1,149.9
"4787c0603659db901f2b746f0fd77f1d",225,1,65.8
"478962ee4a624fdfc8989857a0da2864",192,1,79.8
"4789cb19c163ddcaf8620a6dfe8b5f1b",283,1,84
"478c99f23ce440ba49494199385dd142",209,1,18.99
"479085be6190cd4a8e610b4fcce5f29c",163,2,157.4
"4792097b0a693ac98710c6cd010a0ecb",45,1,48.9
"4792986ad63f3fbd227df81632de2a31",50,1,49.99
"4793effe83c817a1cb4491e94a0e401d",148,1,31.9
"479452fc4ecc3bb12ba0ee1fdf69d0ec",47,1,99.9
"47962902c0a66b18930e5a42bc132306",37,1,339.9
"4796d2d1f7f723558d49471d27a03fba",31,1,17.99
"47a086f04c6f1c6a3197d8dab44fa037",2,1,44.99
"47a164a775858920248b4269be24a00a",114,1,24.41
"47a1c03d394ce25c842bf1b0f0bf285b",211,1,349.99
"47a279311bce8a2d845848262dca2838",167,1,21.5
"47a2ef2c9978c0bfedfbcc2a1f722764",113,1,79.99
"47a352064d390999021cb7fc8128a6c3",96,1,79.8
"47a393022261e86f676ce7f05efd0bc0",105,1,194.99
"47a71b49f98984efd3c62cb213f977e8",56,2,119.8
"47a72c0327c7e097a2c4bf6814059ebc",206,1,169
"47a89e50eb2682031d3b9962afaeba4c",66,1,58.99
"47a9b9f33e0ab41e84e32f6fd11e624b",283,1,41.33
"47aa035ed023cffd3ade1ea0ca86eb25",90,1,22
"47aa51c0c41934c130a5022658fdebd9",155,1,799.98
"47ac0b5b994648c0ef789ef99e381f9c",93,1,279.99
"47acbf32efbc26b7999f984ca7f0a645",51,1,58
"47af48035b043521ae27cb5061276ee1",173,1,182
"47b029a2d93bc6f8755433071c2df879",36,1,99
"47b115c06c6f1fcc1198dcdf2f51b9d0",150,1,28.9
"47b1b0f1db28b23cde73336ea18f92da",156,1,183
"47b1f4779cce5b6a93c5f02310ca9671",176,1,159
"47b77cadf8eba7c41d9658d0aa1e1115",236,1,79.9
"47b77d2188b358d00ea2049b0d32a8cc",35,1,35
"47b9d78289da613e90a5fe360d6212c2",239,1,97.06
"47ba6a4a3f0dc0d7c2f48f80d0f7c8d7",312,1,25
"47bd37533335ca8fcfb008e49157199b",187,1,159.8
"47bd939e378c0ae8734c7c4194f52cfd",164,1,359.8
"47bdcd52860bc7287d5554d9e1db3ee7",111,1,25
"47bec8efeaa6d0d1a2f3140f1b93db84",173,1,61.9
"47bfa6b41a13fba5d7a8a528dcdee44a",20,1,29
"47c1a3033b8b77b3ab6e109eb4d5fdf3",34,5,784.6
"47c34cd02023a99f933160d1bf4ea244",263,1,13.9
"47c46a8bf15ec7bd0d166ada892bb358",250,1,13.98
"47c477e496d8ee91adb59405be7e2342",64,1,227.7
"47c5e0f72f19e85d15e62bb3cf8a4d4d",237,1,199.99
"47c7f4b765a56e03efbc18400bc90d14",23,1,69.9
"47c89a36acb8a73127ec91d0542289b5",67,1,45
"47cdcc0332a7ed9adaace4ca81164618",216,1,219.99
"47ce88733a38533d3cdb125bd620bb74",40,1,38.9
"47cfc8afe7567f70d25fc8d2b153d0e5",140,1,139.99
"47cff09989eac12c2878e964ae59d34e",46,1,49.99
"47d1439acaabc312edcfc92dbab81e87",206,1,125.6
"47d19ed3e1569e33d47ed5712f16107c",112,1,189.99
"47d1c4416d67d0f7f6335d48eb7d36c5",127,1,338
"47d247db5e582120cf919464317250ce",109,1,99.99
"47d2b80b343a27cd4cc0f657b3235f99",242,1,13.98
"47d4b8d0b8da13dd7852ab95047236ff",25,1,77.2
"47d4d8ee1308ca5b3bbe0b031592b5ed",54,1,326.16
"47d54ad7f6c7400ebf1649d056830c27",154,1,219.99
"47d768be63e1e1261f6ddd3729276194",159,1,499.9
"47d794d3b9191cca973e14771f951dc4",238,1,17.99
"47dbd7199cc9b1133961053575b4e82a",146,1,55.78
"47dbdc82cb82f41c494f9a192176ec54",142,1,11.99
"47dd6e418b9cca1890da64367fc87454",215,1,176.99
"47df3391ba10bd28c75e2e0bc53b5dfd",221,1,9.99
"47e2600372404374a591923294b15ac6",103,1,100
"47e4b6a17e68bed08968a9ab2be216e5",37,1,159.8
"47e521033709bb13d5e21b11028ee3bd",27,1,65.5
"47e7d9ba326a882d204fcba0bc310835",174,1,89.9
"47e7ed66ea0473c633633d75c8aa07d4",151,1,25
"47e95eb8a293b1b3f17dba3ab2281d01",211,1,119.99
"47ec2515e045f76685d8681870014a5d",25,1,349.9
"47eccb0f1f3bac96e9eced88fe9c1bb2",144,1,79.99
"47ed47973e2b6c852899c7e14c8f0595",49,1,29
"47f2dade4609ff35617dcb6872d7c776",117,1,94.9
"47f30938ac911d5eed1347c6ea4afd5b",174,1,119.8
"47f9b7a621b6a928761424c657e8c1cf",83,1,172.8
"47f9bd96358d16da13b186867574642a",65,1,728
"47fc4c9e492b9f16113a0c22023ca552",273,1,109.9
"47fc77bc7a7c841e6b2f030aff4daf78",59,1,559.9
"47fff67d165b79e36024db4b82d041c6",145,1,129.99
"480709ddf6d0a068c9185720d0b5a183",8,1,35.49
"480732bba6403916c1225b3a957db316",288,1,57.5
"48079c9e0f69c1fe4d0e9a41b1c6a9db",167,1,14.9
"480993c197cc786a5e3722e58304de38",27,1,39.9
"4809ad05ee38cba6a7d06d6df9fc4b42",35,1,399.96
"480aeafa3cef617d1e34d786a24b7634",229,1,93.5
"480ca1a9f688a4c482177efdeeb5c3a3",164,1,20
"481076c0b553cfcaf790314d557c0662",104,1,24.99
"48109d2c6b2edba91c3146a83ba631ac",60,1,38.99
"4812bbd35d1412c209481b349966ed9e",198,1,62.99
"4813129045e3a1b6cd49a062bd036c16",27,1,135
"4815bc7357e665b8b250366b3a808837",92,1,25.99
"481666869b5bac1090000f8600e42b69",175,1,849.9
"4818673cdcc87da1acec1a6413d93979",45,1,56.85
"481a7a279c7b9c80e39ffbf38b57c67a",262,1,48.9
"481b4f4abd0242f301beb442bda1dfc1",227,1,34.99
"481c59a1f6bafb63320f101c013e6784",449,1,NA
"481cec33a46d7da0b97449f7a6c1579f",74,1,24.9
"481e14f4afa0bc51b944c7dbfd68c8fb",160,1,480
"4820959c2ff0fca35566ad31c3a864f3",298,1,42.7
"4820f42c8203dcad5d2c17cf363048b0",135,1,69.9
"48210a876860296297555f929507893f",63,1,154.99
"48231ad5b4e5b8943d02ba5ea6e4a56b",25,1,29.99
"48234b2beb62ad60e2aa0c27a7cdf267",191,1,149.9
"482378d0e6b86b5f28005f6a03235599",241,1,64.98
"4824a03c22b7a98b8be744ef7640c7b9",262,1,45
"48274d95cadbe3f16ecd3359957b19db",103,1,99.99
"4827d6a02f010b9505e4af04c7fac522",101,1,20.3
"4829d76fd44a6f080411fdd7d81df23e",37,1,69.9
"482a639fc1e8e90dd88967ac5ef558bc",133,1,154.99
"482b517bebe057b7151e0504eb467424",98,1,250
"482b83576bf1699dd0a448805e211146",338,1,1299
"4831e521ed6e409038e639c3dbbc79fc",125,1,376.8
"4831f388aaf5dfed43c1bd4455f37eac",347,1,67.98
"483293828ba25e350c560f5d91507b7c",191,1,84.99
"48343014be411017d2b2e94f11a4ed63",30,1,28.7
"4835837b30a566930f3c0227935d622a",121,1,49.95
"48368b31672665cca1b8a03047a1702a",359,1,159.99
"4836d79bf233f2852ef8e8acfb90383e",69,1,399.99
"483759d955a08e8e52f6a9084bcd057d",278,1,73.35
"4838cd3f23ac071710fbd49be8c98692",244,1,219.99
"483ae6655534c182b098b9502f5676cb",180,1,34.9
"483b26e1bf0f4797e5512d8849d90835",125,2,279.98
"483b8f91edd97203560ab1e7da045071",159,1,49.49
"483bc92f963bbc90c3006e11f9ac552a",37,1,49
"483ccebb9c42ae89d35740fadc153835",134,1,182
"483db1ab9779fddbb649ea06069e00e5",38,1,159
"483e50f687193b68c66d5266e9dfff7d",229,1,79.99
"4841d5835d0ab4894f2b0a0ac60aa49a",178,1,65
"484589e917b1ce94f703a34a9a855202",269,1,69
"48464d1565a9447566fa926099aa5d9b",326,1,99.81
"484689f7961df6e755f6373221aff64d",33,1,79.5
"4849a05adbbdba9197030df910caf205",144,1,45.8
"4849f1b09b196fe96481bc9a6f013410",29,1,39.9
"4849ff70879b0e1e161d2aa628d62a69",46,1,79
"484b801bef4112442e63b89d8c3b32af",91,1,169.99
"484ebf9e88a9ea286cba257eca428310",35,1,109.8
"4852ba4cb09d03a665c840db8e61a749",85,1,897
"48533831affa935557a30dd054d1d1f3",29,1,239
"48544e2a72d681a47b88eeb02b2c882e",152,1,99
"4854a4d7a30249484854d182f59ba2a3",27,1,169.9
"4854e9b3feff728c13ee5fc7d1547e92",482,1,59.5
"4856da1536ce064cbeec789ea90e38bc",91,1,64.9
"485761a38bba1d0855f381aa21b0123e",148,1,48.9
"4857d6cf05554302bd9d6cb82b60739e",214,1,399.99
"485914faa593225b39d3bcf14fb4d556",328,1,12.5
"48591f5d1cbe4492bf8d2ea0da354f72",183,1,12.9
"485934e16363d40b17da7b832d237ce5",107,1,159
"485a70868deec085aeda32283bbbd82e",174,1,54.9
"485b849ef839f0f401da8bfdc7ac2781",185,1,57.1
"485fa1b8db05ed6fa0062ece4ce80d2e",18,1,119.99
"485fc62bddc00598df14fc34e0effd2b",23,1,559
"48625b68a29dcfc3aba4b5147e0625aa",97,1,208.9
"4862e84e08df689a5ccec996b1f7b393",350,1,77
"48670599c793cc443672fdda6de38d9f",33,1,1050
"486839abb2c53eff73798c7146f86a87",37,1,190.83
"4869e6907b413e6850f5421b5bb4aa77",35,1,45.99
"486d71023877be2d259d015f915f8c81",79,1,40
"486f5791c65f614e0314724e7120a0e6",23,1,495
"486fe9ff5b0a980451a01afbb118b4e7",22,1,21.9
"4872c9f7d17baafcf572c49c824bbca5",75,1,109.9
"4872db1f116f7639293f1e960ac655d6",124,1,49.99
"487421a0aed865282373f28a24239081",48,1,21.99
